src,from,problem,index,complexity
"
// Java program to check if Binary tree is sum tree or not 


/* A binary tree node has data, left child and right child */
class
Node 
{ 

int
data; 

Node left, right, nextRight; 


Node(
int
item) 

{ 

data = item; 

left = right = nextRight = 
null
; 

} 
} 

class
BinaryTree 
{ 

Node root; 


/* Utility function to check if the given node is leaf or not */

int
isLeaf(Node node) 

{ 

if
(node == 
null
) 

return
0
; 

if
(node.left == 
null
&& node.right == 
null
) 

return
1
; 

return
0
; 

} 


/* returns 1 if SumTree property holds for the given 

tree */

int
isSumTree(Node node) 

{ 

int
ls; 
// for sum of nodes in left subtree 

int
rs; 
// for sum of nodes in right subtree 


/* If node is NULL or it's a leaf node then 

return true */

if
(node == 
null
|| isLeaf(node) == 
1
) 

return
1
; 


if
(isSumTree(node.left) != 
0
&& isSumTree(node.right) != 
0
) 

{ 

// Get the sum of nodes in left subtree 

if
(node.left == 
null
) 

ls = 
0
; 

else
if
(isLeaf(node.left) != 
0
) 

ls = node.left.data; 

else

ls = 
2
* (node.left.data); 


// Get the sum of nodes in right subtree 

if
(node.right == 
null
) 

rs = 
0
; 

else
if
(isLeaf(node.right) != 
0
) 

rs = node.right.data; 

else

rs = 
2
* (node.right.data); 


/* If root's data is equal to sum of nodes in left 

and right subtrees then return 1 else return 0*/

if
((node.data == rs + ls)) 

return
1
; 

else

return
0
; 

} 


return
0
; 

} 


/* Driver program to test above functions */

public
static
void
main(String args[]) 

{ 

BinaryTree tree = 
new
BinaryTree(); 

tree.root = 
new
Node(
26
); 

tree.root.left = 
new
Node(
10
); 

tree.root.right = 
new
Node(
3
); 

tree.root.left.left = 
new
Node(
4
); 

tree.root.left.right = 
new
Node(
6
); 

tree.root.right.right = 
new
Node(
3
); 


if
(tree.isSumTree(tree.root) != 
0
) 

System.out.println(
""The given tree is a sum tree""
); 

else

System.out.println(
""The given tree is not a sum tree""
); 

} 
} 

// This code has been contributed by Mayank Jaiswal ",CorCod,300,300,linear
"import java.util.Scanner;

public class codef8 {
	
	public static void main(String[] args) {
		// TODO Auto-generated method stub
		Scanner sc = new Scanner(System.in);
		int num = sc.nextInt();
		int beacon[] = new int[1000001];
		for (int i = 0; i < num; i++) {
			beacon[sc.nextInt()] = sc.nextInt();
		}
		int dp[] = new int[1000001];
		int max = 1;
		if (beacon[0] > 0) {
			dp[0] = 1;
		}
		
		for (int i = 1; i <= 1000000; i++) {
			if (beacon[i] == 0) {
				dp[i] = dp[i-1];
			} 
			else {
				int b = beacon[i];
				if (i <= b) {
					dp[i] = 1;
				}
				else {
					dp[i] = dp[i-b-1] + 1;
				}
			}
			max = Math.max(max, dp[i]);
		}		
		System.out.println(num-max);
		sc.close();
	}

}
",CorCod,200,200,linear
"
// Java program to rearrange the array 
// as per the given condition 
import
java.util.*; 
import
java.lang.*; 

public
class
GfG{ 

// function to rearrange the array 

public
static
void
rearrangeArr(
int
arr[], 

int
n) 

{ 

// total even positions 

int
evenPos = n / 
2
; 


// total odd positions 

int
oddPos = n - evenPos; 


int
[] tempArr = 
new
int
[n]; 


// copy original array in an 

// auxiliary array 

for
(
int
i = 
0
; i < n; i++) 

tempArr[i] = arr[i]; 


// sort the auxiliary array 

Arrays.sort(tempArr); 


int
j = oddPos - 
1
; 


// fill up odd position in 

// original array 

for
(
int
i = 
0
; i < n; i += 
2
) { 

arr[i] = tempArr[j]; 

j--; 

} 


j = oddPos; 


// fill up even positions in 

// original array 

for
(
int
i = 
1
; i < n; i += 
2
) { 

arr[i] = tempArr[j]; 

j++; 

} 


// display array 

for
(
int
i = 
0
; i < n; i++) 

System.out.print(arr[i] + 
"" ""
); 

} 


// Driver function 

public
static
void
main(String argc[]){ 

int
[] arr = 
new
int
[]{ 
1
, 
2
, 
3
, 
4
, 
5
, 

6
, 
7
}; 

int
size = 
7
; 

rearrangeArr(arr, size); 


} 
} 

/* This code is contributed by Sagar Shukla */",CorCod,694,694,nlogn
"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.util.Arrays;
import java.util.StringTokenizer;

public class CoveredPointsCount {
	
	//UPSOLVE
	
	public static void main(String[] args) throws IOException {
		
		BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
		StringTokenizer st = new StringTokenizer(br.readLine());
	        
		int n = Integer.parseInt(st.nextToken());
	     
		long[] myArray = new long[2 * n];
	        
			for (int i = 0; i < n; i++)  {
	        	StringTokenizer st1 = new StringTokenizer(br.readLine());
	        	myArray[2 * i] = Long.parseLong(st1.nextToken()) * 2;
	        	myArray[2 * i + 1] = Long.parseLong(st1.nextToken()) * 2 + 1;
	        }  
	        
	        Arrays.sort(myArray);
	        long[] ans = new long[n + 1];
	        int cnt = 0;
	       
	        for (int i = 0; i < 2 * n - 1; i++)   {
	            if (myArray[i] % 2 == 0) cnt++; else cnt--;
	            ans[cnt] += (myArray[i + 1] + 1) / 2 - (myArray[i] + 1) / 2;
	        }   
	        
	        StringBuilder answer = new StringBuilder();
	        
	        for (int i = 1; i < n + 1; i++) {
	        	answer.append(ans[i]);
	        	answer.append("" "");
	        }  
	        
	        System.out.println(answer);

	}

}
",CorCod,671,671,nlogn
"
// Java program to do level order 
// traversal line by line 
import
java.util.LinkedList; 
import
java.util.Queue; 

public
class
GFG { 

static
class
Node { 

int
data; 

Node left; 

Node right; 


Node(
int
data) { 

this
.data = data; 

left = 
null
; 

right = 
null
; 

} 

} 


// Prints level order traversal line 

// by line using two queues. 

static
void
levelOrder(Node root) { 

if
(root == 
null
) 

return
; 


Queue<Node> q = 
new
LinkedList<>(); 


// Pushing root node into the queue. 

q.add(root); 


// Pushing delimiter into the queue. 

q.add(
null
); 


// Executing loop till queue becomes 

// empty 

while
(!q.isEmpty()) { 


Node curr = q.poll(); 


// condition to check the 

// occurence of next level 

if
(curr == 
null
) { 

if
(!q.isEmpty()) { 

q.add(
null
); 

System.out.println(); 

} 

} 
else
{ 

// Pushing left child current node 

if
(curr.left != 
null
) 

q.add(curr.left); 


// Pushing right child current node 

if
(curr.right != 
null
) 

q.add(curr.right); 


System.out.print(curr.data + 
"" ""
); 

} 

} 

} 


// Driver function 

public
static
void
main(String[] args) { 


Node root = 
new
Node(
1
); 

root.left = 
new
Node(
2
); 

root.right = 
new
Node(
3
); 

root.left.left = 
new
Node(
4
); 

root.left.right = 
new
Node(
5
); 

root.right.right = 
new
Node(
6
); 


levelOrder(root); 

} 
} 

// This code is Contributed by Rishabh Jindal ",CorCod,257,257,linear
"
// Java implementation to check whether the two 
// binary tress are mirrors of each other or not 
import
java.util.*; 
class
GfG { 

// structure of a node in binary tree 
static
class
Node 
{ 

int
data; 

Node left, right; 
} 

// Utility function to create and return 
// a new node for a binary tree 
static
Node newNode(
int
data) 
{ 

Node temp = 
new
Node(); 

temp.data = data; 

temp.left = 
null
; 

temp.right = 
null
; 

return
temp; 
} 

// function to check whether the two binary trees 
// are mirrors of each other or not 
static
String areMirrors(Node root1, Node root2) 
{ 

Stack<Node> st1 = 
new
Stack<Node> (); 

Stack<Node> st2 = 
new
Stack<Node> (); 

while
(
true
) 

{ 

// iterative inorder traversal of 1st tree and 

// reverse inoder traversal of 2nd tree 

while
(root1 != 
null
&& root2 != 
null
) 

{ 

// if the corresponding nodes in the two traversal 

// have different data values, then they are not 

// mirrors of each other. 

if
(root1.data != root2.data) 

return
""No""
; 


st1.push(root1); 

st2.push(root2); 

root1 = root1.left; 

root2 = root2.right; 

} 


// if at any point one root becomes null and 

// the other root is not null, then they are 

// not mirrors. This condition verifies that 

// structures of tree are mirrors of each other. 

if
(!(root1 == 
null
&& root2 == 
null
)) 

return
""No""
; 


if
(!st1.isEmpty() && !st2.isEmpty()) 

{ 

root1 = st1.peek(); 

root2 = st2.peek(); 

st1.pop(); 

st2.pop(); 


/* we have visited the node and its left subtree. 

Now, it's right subtree's turn */

root1 = root1.right; 


/* we have visited the node and its right subtree. 

Now, it's left subtree's turn */

root2 = root2.left; 

} 


// both the trees have been completely traversed 

else

break
; 

} 


// tress are mirrors of each other 

return
""Yes""
; 
} 

// Driver program to test above 
public
static
void
main(String[] args) 
{ 

// 1st binary tree formation 

Node root1 = newNode(
1
); 
/* 1 */

root1.left = newNode(
3
); 
/* / \ */

root1.right = newNode(
2
); 
/* 3 2 */

root1.right.left = newNode(
5
); 
/* / \ */

root1.right.right = newNode(
4
); 
/* 5 4 */


// 2nd binary tree formation 

Node root2 = newNode(
1
); 
/* 1 */

root2.left = newNode(
2
); 
/* / \ */

root2.right = newNode(
3
); 
/* 2 3 */

root2.left.left = newNode(
4
); 
/* / \ */

root2.left.right = newNode(
5
); 
/* 4 5 */


System.out.println(areMirrors(root1, root2)); 
} 
} ",CorCod,275,275,linear
"
// Java implementation to count number 
// of ways to tile a floor of size 
// n x m using 1 x m tiles 
import
java.io.*; 

class
GFG { 

// function to count the total number of ways 

static
int
countWays(
int
n, 
int
m) 

{ 

// table to store values 

// of subproblems 

int
count[] = 
new
int
[n + 
1
]; 

count[
0
] = 
0
; 


// Fill the table upto value n 

int
i; 

for
(i = 
1
; i <= n; i++) { 

// recurrence relation 

if
(i > m) 

count[i] = count[i - 
1
] + count[i - m]; 


// base cases 

else
if
(i < m) 

count[i] = 
1
; 


// i = = m 

else

count[i] = 
2
; 

} 


// required number of ways 

return
count[n]; 

} 


// Driver program 

public
static
void
main(String[] args) 

{ 

int
n = 
7
; 

int
m = 
4
; 

System.out.println(
""Number of ways = ""

+ countWays(n, m)); 

} 
} 

// This code is contributed by vt_m. ",CorCod,311,311,linear
"import java.io.*;
import java.util.*;

public class C_NNAndTheOpticalIllusion {
    public static void main(String[] args) {
        InputStream inputStream = System.in;
        OutputStream outputStream = System.out;
        InputReader inp = new InputReader(inputStream);
        PrintWriter out = new PrintWriter(outputStream);
        Solver solver = new Solver();
        solver.solve(inp, out);
        out.close();
    }

    private static class Solver {
        private void solve(InputReader inp, PrintWriter out) {
            double n = inp.nextInt(), r = inp.nextInt();
            double x = Math.cos((n - 2) * Math.PI / (2 * n));
            out.print((r * x) / (1 - x));
        }
    }

    static class InputReader {
        BufferedReader reader;
        StringTokenizer tokenizer;

        InputReader(InputStream stream) {
            reader = new BufferedReader(new InputStreamReader(stream), 32768);
            tokenizer = null;
        }

        String next() {
            while (tokenizer == null || !tokenizer.hasMoreTokens()) {
                try {
                    tokenizer = new StringTokenizer(reader.readLine());
                } catch (IOException e) {
                    throw new RuntimeException(e);
                }
            }
            return tokenizer.nextToken();
        }

        public int nextInt() {
            return Integer.parseInt(next());
        }
        public long nextLong() {
            return Long.parseLong(next());
        }
    }
}",CorCod,824,824,constant
"import java.io.*;
import java.util.*;
import java.lang.String;
public class Solution
{
    public static void main(String[] args)
    {
        BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
        try
        {
            String str = br.readLine();
            int q = Integer.parseInt(str);
            //int q = 7;
            //int q = 1345679;
        if(q%2 == 0 && q!=2)
                System.out.println(""YES"");
            else
                System.out.println(""NO"");
            
        }
        catch(IOException e)
        {
            System.out.println(""Input Error"");
        }
        
        
 
       /* String str = ""hello"";
        String str1 = Character.toUpperCase(str.charAt(0))+str.substring(1);
        System.out.println(str1);
        */
 
    }
}",CorCod,760,760,constant
"
// Java code to find largest 
// three elements in an array 


import
java.io.*; 
import
java.util.Arrays; 

class
GFG { 

void
find3largest(
int
[] arr) 

{ 

Arrays.sort(arr); 
//It uses Tuned Quicksort with 

//avg. case Time complexity = O(nLogn) 

int
n = arr.length; 

int
check = 
0
, count = 
1
; 


for
(
int
i = 
1
; i <= n; i++){ 


if
(count<
4
){ 

if
(check!=arr[n-i]) 

{ 

// to handle duplicate values 

System.out.print(arr[n-i]+
"" ""
); 

check = arr[n-i]; 

count++; 

} 

} 

else

break
; 

} 


} 


// Driver code 

public
static
void
main(String[] args) 

{ 

GFG obj = 
new
GFG(); 

int
[] arr={
12
,
45
,
1
,-
1
,
45
,
54
,
23
,
5
,
0
,-
10
}; 

obj.find3largest(arr); 

} 

} 
//This code is contibuted by Prashant Malik ",CorCod,653,653,nlogn
"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.util.StringTokenizer;

public class CF1197B {
    public static void main(String[] args) {
        FastReader input = new FastReader();
        int n = input.nextInt();
        int[] arr = new int[n];
        int max = 0;
        int maxIndex = 0;
        for(int i = 0;i < n;i++){
            arr[i] = input.nextInt();
            if(arr[i] > max){
                max = arr[i];
                maxIndex = i;
            }
        }
        int j = maxIndex - 1;
        int k = maxIndex + 1;
        while (j >= 0 && k < n){
            if(arr[j] > arr[k]){
                if(arr[j] < max){
                    max = arr[j];
                    j--;
                }
                else {
                    System.out.println(""NO"");
                    return;
                }
            }
            else{
                if(arr[k] < max){
                    max = arr[k];
                    k++;
                }
                else{
                    System.out.println(""NO"");
                    return;
                }
            }
        }
        if(j >= 0){
            while (j >= 0){
                if(arr[j] < max){
                    max = arr[j];
                    j--;
                }
                else{
                    System.out.println(""NO"");
                    return;
                }
            }
        }
        if(k < n){
            while (k < n){
                if(arr[k] < max){
                    max = arr[k];
                    k++;
                }
                else{
                    System.out.println(""NO"");
                    return;
                }
            }
        }
        if(j == -1 && k == n){
            System.out.println(""YES"");
        }
    }
    static class FastReader
    {
        BufferedReader br;
        StringTokenizer st;

        public FastReader()
        {
            br = new BufferedReader(new
                    InputStreamReader(System.in));
        }

        String next()
        {
            while (st == null || !st.hasMoreElements())
            {
                try
                {
                    st = new StringTokenizer(br.readLine());
                }
                catch (IOException e)
                {
                    e.printStackTrace();
                }
            }
            return st.nextToken();
        }

        int nextInt()
        {
            return Integer.parseInt(next());
        }

        long nextLong()
        {
            return Long.parseLong(next());
        }

        double nextDouble()
        {
            return Double.parseDouble(next());
        }

        String nextLine()
        {
            String str = """";
            try
            {
                str = br.readLine();
            }
            catch (IOException e)
            {
                e.printStackTrace();
            }
            return str;
        }
    }
}",CorCod,355,355,linear
